Crime;Drama;Fantasy;Horror;Romance;Comedy;Thriller;Animation;Short;Family;Mystery;Action;Adventure;Sci-Fi;Music;Biography;Sport;History;War;Documentary;Film-Noir;Musical;Game-Show;Western;Reality-TV;Talk-Show;News;Adult;Title;GenreCluster;Languages;Series or Movie;Country Availability;Runtime;Actors;View Rating;Alternative Score;Awards Received;Awards Nominated For;Release Year;Netflix Release Year;Difference Date;IMDb Votes;IMDb Score
0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Break;C;3;Movie;35;1-2 hour;4;NR;Bad;0;0;2019;2020;1.80;10000;Bad
0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Mutafukaz;D;1;Movie;1;1-2 hour;3;NR;Bad;0;0;2015;2020;5.11;100;Good
0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Must Be... Love;B;3;Movie;35;1-2 hour;4;NR;Bad;0;1;2013;2020;7.73;10000;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Between Maybes;A;3;Movie;35;1-2 hour;4;NR;Bad;0;0;2019;2020;1.53;10000;Bad
0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RELIC;A;1;Movie;1;1-2 hour;4;M;Excelent;5;22;2020;2020;0.40;20000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Truth;A;3;Movie;1;1-2 hour;4;GP;Excelent;1;5;2020;2020;0.42;10000;Bad
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Fierce;C;1;Movie;35;1-2 hour;1;NR;Bad;0;0;2016;2020;4.62;100;Good
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Hazel Brugger: Tropical;B;1;Movie;36;30-60 mins;1;NR;Bad;0;0;2020;2020;0.00;10000;Bad
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Alien Worlds;C;1;Series;36;< 30 minutes;1;NR;Bad;0;0;NaN;2020;NaN;100;Bad
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Speak of The Devil;C;1;Movie;1;1-2 hour;4;NR;Bad;0;0;NaN;2020;NaN;10000;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Friends Of Friends;A;1;Movie;1;1-2 hour;4;NR;Bad;5;5;2002;2020;18.12;10000;Good
0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Champions;D;1;Movie;1;1-2 hour;4;GP;Excelent;20;50;2018;2020;2.66;10000;Good
0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Lone Wolf;C;1;Series;5;< 30 minutes;4;M;Bad;0;0;1988;2020;32.32;10000;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;After We Collided;A;3;Movie;15;1-2 hour;4;M;Bad;0;0;2020;2020;0.11;20000;Bad
1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Hard to Kill;A;1;Movie;5;1-2 hour;4;M;Bad;0;0;1990;2020;30.83;50000;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Once Again;A;1;Series;35;< 30 minutes;4;NR;Bad;5;0;2018;2020;2.25;10000;Good
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;The Bachelorette;A;1;Series;1;< 30 minutes;1;GP;Bad;5;5;2003;2020;17.91;10000;Bad
0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;The Holiday Movies That Made Us;D;1;Series;36;< 30 minutes;1;GP;Bad;0;0;2020;2020;0.00;10000;Good
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Are You The One;C;1;Series;35;< 30 minutes;2;GP;Bad;0;5;2014;2020;6.87;10000;Bad
1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;U-Turn;A;1;Movie;35;1-2 hour;4;NR;Bad;1;0;1991;2020;29.27;100;Bad
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Being Frank;B;1;Movie;1;1-2 hour;4;M;Bad;5;5;2019;2020;1.45;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Angelas Christmas Wish;A;1;Movie;36;30-60 mins;4;NR;Excelent;5;1;1995;2020;25.94;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;The Silent Revolution;A;3;Movie;5;1-2 hour;4;GP;Bad;10;10;2019;2020;1.11;10000;Good
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Sunlit Night;A;3;Movie;5;1-2 hour;4;NR;Bad;0;1;2020;2020;0.38;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Room;A;1;Movie;5;< 30 minutes;4;M;Bad;1;0;2003;2020;17.44;50000;Bad
0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Dora and the Lost City of Gold;D;3;Movie;5;1-2 hour;4;GP;Excelent;5;5;2019;2020;1.32;50000;Bad
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Blue Story;A;1;Movie;5;1-2 hour;4;M;Good;1;22;2020;2020;0.58;10000;Bad
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Twelve Nights;C;1;Series;1;< 30 minutes;0;NR;Bad;0;5;NaN;2020;NaN;100;Good
0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Matrimonial Chaos;B;1;Series;1;< 30 minutes;4;NR;Bad;1;1;2018;2020;2.15;100;Good
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fujoshi, Ukkari Gei ni Kokuru;A;1;Series;1;< 30 minutes;4;NR;Bad;0;0;2019;2020;1.62;100;Good
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Pool;A;1;Movie;1;1-2 hour;4;NR;Bad;0;0;2009;2020;11.23;100;Bad
0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Rhythm Section;A;3;Movie;5;1-2 hour;4;M;Bad;1;5;2020;2020;0.84;20000;Bad
0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Return of Godzilla;C;1;Movie;1;1-2 hour;4;NR;Excelent;0;0;1984;2020;35.99;10000;Good
0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Son of Godzilla;D;1;Movie;1;1-2 hour;4;GP;Good;0;0;1967;2020;53.00;10000;Bad
0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Terror of Mechagodzilla;D;1;Movie;1;1-2 hour;4;G;Bad;0;1;1977;2020;43.78;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Until the Break of Dawn;A;1;Movie;1;> 2 hrs;4;NR;Excelent;5;0;2012;2020;8.16;10000;Bad
0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Gokusen: The Movie;B;1;Movie;1;1-2 hour;4;NR;Bad;1;0;2009;2020;11.40;10000;Bad
0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. SpaceGodzilla;D;1;Movie;1;1-2 hour;4;NR;Good;0;1;1994;2020;25.99;10000;Bad
0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. Megalon;D;1;Movie;1;1-2 hour;4;NR;Bad;0;0;1976;2020;44.70;10000;Bad
0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla: Tokyo S.O.S.;D;3;Movie;1;1-2 hour;4;GP;Excelent;0;1;2003;2020;16.98;10000;Bad
0;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla, Mothra and King Ghidorah: Giant Monsters All Out Attack;D;1;Movie;1;1-2 hour;4;NR;Good;0;1;2001;2020;18.98;10000;Good
0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. Destoroyah;C;3;Movie;1;1-2 hour;4;NR;Excelent;0;5;1995;2020;25.00;10000;Good
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. Biollante;C;3;Movie;1;1-2 hour;4;GP;Excelent;5;0;1989;2020;30.98;10000;Bad
0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. King Ghidorah;A;3;Movie;1;1-2 hour;4;NR;Good;1;1;1991;2020;28.99;10000;Bad
0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla & Mothra: Battle for Earth;D;3;Movie;1;1-2 hour;4;GP;Good;10;50;2014;2020;6.55;50000;Bad
0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla Raids Again;C;1;Movie;1;1-2 hour;4;G;Good;0;1;1959;2020;61.58;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. Mechagodzilla II;D;3;Movie;1;1-2 hour;4;GP;Excelent;0;5;1993;2020;26.99;10000;Bad
0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. Mechagodzilla;D;1;Movie;1;1-2 hour;4;G;Excelent;0;0;1977;2020;43.78;10000;Bad
0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. Hedorah;D;1;Movie;1;1-2 hour;4;GP;Good;0;0;1972;2020;48.87;10000;Bad
0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. Gigan;D;1;Movie;1;1-2 hour;4;GP;Good;0;0;1977;2020;43.36;10000;Bad
0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla;D;3;Movie;1;1-2 hour;4;GP;Good;10;50;2014;2020;6.55;50000;Bad
0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla Against Mechagodzilla;D;1;Movie;1;1-2 hour;4;NR;Excelent;0;0;2002;2020;17.98;10000;Bad
0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Godzilla vs. Megaguirus;C;1;Movie;1;1-2 hour;4;NR;Good;1;1;2000;2020;19.97;10000;Bad
0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Glasses;B;1;Movie;1;1-2 hour;4;NR;Bad;1;1;2007;2020;13.20;10000;Bad
0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ghidorah: The Three Headed Monster;D;1;Movie;1;1-2 hour;4;NR;Excelent;0;1;1965;2020;55.25;10000;Bad
0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Destroy All Monsters;C;1;Movie;1;1-2 hour;4;G;Excelent;0;0;1969;2020;51.56;10000;Bad
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Brain Man;A;1;Movie;1;> 2 hrs;4;NR;Bad;1;0;2013;2020;7.81;10000;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Boys;A;3;Movie;1;1-2 hour;4;NR;Excelent;10;10;2014;2020;6.81;20000;Good
0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Bandage;A;1;Movie;1;> 2 hrs;4;NR;Bad;5;0;2010;2020;10.88;10000;Bad
0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Another World;C;1;Movie;1;1-2 hour;4;NR;Bad;5;0;2016;2020;4.76;10000;Bad
0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;All Monsters Attack;D;1;Movie;1;1-2 hour;4;G;Bad;0;1;1971;2020;49.02;10000;Bad
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Abunai Deka Returns;C;1;Movie;1;1-2 hour;4;NR;Bad;0;0;1996;2020;24.23;10;Bad
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Abunai deka forever the movie;C;1;Movie;1;1-2 hour;4;NR;Bad;0;0;1998;2020;22.24;10;Bad
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Love Island Australia;C;1;Series;5;< 30 minutes;4;M;Bad;0;0;2018;2020;2.52;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;The Scent of Burning Grass;A;1;Movie;5;1-2 hour;4;NR;Bad;0;0;2012;2020;8.61;100;Good
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fiction.;A;3;Movie;5;1-2 hour;4;M;Excelent;50;50;1994;2020;26.15;50000;Good
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7 Letters;A;5;Movie;5;1-2 hour;4;NR;Bad;0;1;2015;2020;5.36;10000;Bad
0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Guest;C;1;Series;36;< 30 minutes;4;M;Excelent;5;22;2014;2020;6.24;50000;Bad
0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Legend of Secret Pass;D;1;Movie;15;1-2 hour;4;NR;Bad;0;0;2019;2020;1.88;10000;Bad
1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ava;A;5;Movie;15;1-2 hour;4;M;Bad;0;0;2020;2020;0.18;50000;Bad
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Rust Creek;A;1;Movie;1;1-2 hour;4;M;Excelent;10;0;2020;2020;0.01;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The 2nd;A;1;Movie;15;1-2 hour;4;NR;Bad;0;0;2020;2020;0.25;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Finding Agnes;A;3;Movie;36;1-2 hour;4;NR;Bad;0;0;2020;2020;0.00;100;Bad
0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Dare;C;1;Movie;1;1-2 hour;4;M;Bad;1;0;2020;2020;0.75;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Respiro;A;3;Movie;1;< 30 minutes;4;GP;Excelent;50;22;2002;2020;18.54;10000;Good
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Princess Sarah;A;1;Series;1;< 30 minutes;4;NR;Bad;0;0;2007;2020;13.06;100;Good
0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Swiss Family Robinson;D;1;Movie;1;< 30 minutes;4;NR;Bad;0;0;1975;2020;45.66;10000;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Embalmer;A;1;Movie;1;1-2 hour;4;NR;Excelent;20;22;2002;2020;18.25;10000;Good
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Heliopolis;A;3;Movie;1;1-2 hour;4;NR;Bad;5;5;2009;2020;11.01;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Eye of the Sun;A;3;Movie;1;1-2 hour;4;NR;Bad;1;0;2009;2020;11.58;100;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Two Women;A;3;Movie;1;1-2 hour;4;NR;Excelent;20;5;1961;2020;59.60;10000;Good
1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Consequences of Love;A;1;Movie;1;1-2 hour;4;NR;Excelent;20;22;2004;2020;16.19;20000;Good
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Capri-Revolution;A;10;Movie;1;1-2 hour;4;NR;Bad;20;50;2018;2020;1.95;10000;Bad
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bob & Marys - Criminali a domicilio;B;1;Movie;1;1-2 hour;4;NR;Bad;0;5;1992;2020;28.23;10000;Good
0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A Perfect Day;B;5;Movie;1;1-2 hour;4;M;Good;5;22;2016;2020;4.88;50000;Bad
0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;The Robbers;D;1;Movie;5;> 2 hrs;4;NR;Bad;5;1;2009;2020;11.15;10000;Bad
0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A Gift;B;1;Movie;1;> 2 hrs;4;NR;Bad;0;5;2016;2020;4.00;10000;Good
0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;De Piraten van Hiernaast;D;1;Movie;5;1-2 hour;4;NR;Bad;0;0;2020;2020;0.41;10000;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Scent of Love;A;1;Series;1;< 30 minutes;4;NR;Bad;1;0;2003;2020;17.76;10000;Bad
0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Nakee;D;1;Series;1;< 30 minutes;4;NR;Bad;0;0;2018;2020;2.12;10000;Bad
0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Go Ahead;B;1;Series;5;< 30 minutes;4;NR;Bad;10;10;2020;2020;0.30;10000;Good
0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Orlean;A;1;Movie;1;1-2 hour;4;NR;Bad;5;10;2015;2020;5.21;10000;Bad
0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Gibiate;D;1;Series;5;< 30 minutes;4;NR;Bad;0;0;2020;2020;0.38;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Pitch;A;1;Movie;1;1-2 hour;4;GP;Bad;1;5;2016;2020;4.19;10000;Good
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Puppet Syndrome;A;1;Movie;1;1-2 hour;4;NR;Bad;1;1;2015;2020;5.07;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;My Dog Dou Dou;A;1;Movie;5;1-2 hour;3;NR;Bad;0;0;2012;2020;8.20;10;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;October Sonata;A;1;Movie;1;1-2 hour;3;NR;Bad;5;10;2009;2020;10.94;100;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;One More Chance;A;3;Movie;5;1-2 hour;4;GP;Excelent;5;22;2007;2020;13.05;10000;Good
0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Pee Nak 2;C;1;Movie;1;1-2 hour;3;NR;Bad;0;0;2020;2020;0.78;100;Bad
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Phua Chu Kang The Movie;B;3;Movie;5;1-2 hour;3;NR;Bad;0;0;2010;2020;10.31;100;Bad
0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Pulau Hantu;C;1;Movie;5;1-2 hour;4;NR;Bad;0;0;2008;2020;12.25;100;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Remember When;A;1;Movie;5;1-2 hour;4;NR;Bad;0;0;1974;2020;46.72;100;Good
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Rompis;A;1;Movie;5;1-2 hour;4;NR;Bad;0;0;2018;2020;2.29;10000;Good
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Secret Zoo;B;1;Movie;5;1-2 hour;4;NR;Bad;0;0;2020;2020;0.87;10000;Bad
0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Snakes & Ladders;C;1;Movie;5;1-2 hour;4;M;Bad;0;0;1974;2020;46.03;10000;Bad
0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Sunny: Our Hearts Beat Together;B;1;Movie;1;1-2 hour;4;NR;Bad;0;1;2018;2020;2.25;10000;Bad
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;That Girl in Pinafore;B;3;Movie;5;1-2 hour;4;NR;Bad;0;0;2013;2020;7.33;10000;Good
0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Titus: Mystery of the Enygma;D;1;Movie;5;1-2 hour;4;NR;Bad;0;0;2020;2020;0.89;100;Good
0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;We Not Naughty;B;3;Movie;5;> 2 hrs;4;NR;Bad;0;0;2012;2020;8.87;10000;Bad
0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;When Will You Get Married;B;1;Movie;5;1-2 hour;4;GP;Bad;0;5;2015;2020;5.80;10000;Good
0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;You Are My Sunshine;A;1;Movie;5;> 2 hrs;4;G;Bad;10;10;2005;2020;15.19;10000;Good
0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Hello World;D;1;Movie;1;1-2 hour;4;NR;Bad;0;5;2019;2020;1.19;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Go Eight;A;1;Movie;5;> 2 hrs;4;NR;Bad;0;0;2013;2020;7.64;10000;Bad
0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Firegate;D;1;Movie;5;1-2 hour;4;NR;Bad;0;5;2017;2020;3.19;10000;Bad
0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Farewell Song;A;1;Movie;1;1-2 hour;4;NR;Bad;0;5;2019;2020;1.50;10000;Bad
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Every Day A Good Day;A;1;Movie;5;1-2 hour;4;NR;Bad;5;5;2018;2020;2.13;10000;Good
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Distance;A;1;Movie;5;1-2 hour;4;NR;Good;0;1;2001;2020;19.53;10000;Bad
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Crazy Crying Lady;B;1;Movie;1;1-2 hour;4;NR;Bad;0;1;2012;2020;7.93;100;Bad
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;City Sharks;B;1;Movie;5;1-2 hour;4;NR;Bad;0;0;2003;2020;17.69;100;Good
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Chrisye;A;1;Movie;5;1-2 hour;4;NR;Bad;0;5;2017;2020;2.98;100;Good
0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chennai 2 Singapore;B;1;Movie;5;> 2 hrs;4;NR;Bad;0;0;2017;2020;2.98;10000;Bad
0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Cafe Funiculi Funicula;D;1;Movie;1;1-2 hour;4;NR;Good;1;0;2018;2020;2.19;10000;Bad
0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bangkok Dark Tales;C;1;Movie;1;1-2 hour;1;NR;Bad;0;0;2019;2020;1.52;100;Bad
